0 0
0.05 0.104577
0.1 0.206395
0.15 0.302996
0.2 0.392463
0.25 0.473533
0.3 0.545608
0.35 0.608661
0.4 0.663101
0.45 0.709619
0.5 0.749061
0.55 0.782319
0.6 0.810264
0.65 0.8337
0.7 0.853343
0.75 0.869814
0.8 0.883645
0.85 0.89528
0.9 0.90509
0.95 0.913384
1 0.920414
